image_name,box_id,hbox,fbox,vbox,gender,age
khaliji_000068,6,"[267, 77, 9, 10]",,,F,
khaliji_000011,18,"[59, 184, 39, 49]",,,,
khaliji_000101,0,"[487, 17, 45, 49]",,,,
khaliji_000101,9,"[853, 139, 70, 74]",,,,
khaliji_000017,0,"[488, 73, 12, 12]",,,,
khaliji_000017,2,"[453, 76, 8, 8]",,,,
khaliji_000017,3,"[278, 81, 6, 7]",,,,
khaliji_000017,5,"[351, 81, 11, 11]",,,,
khaliji_000017,8,"[250, 84, 11, 11]",,,,
khaliji_000054,2,"[115, 317, 16, 18]",,,,
khaliji_000054,3,"[142, 317, 12, 13]",,,,
khaliji_000054,4,"[183, 316, 17, 17]",,,,
khaliji_000054,6,"[13, 318, 18, 23]",,,,
khaliji_000054,7,"[80, 321, 14, 15]",,,,
khaliji_000054,8,"[270, 324, 7, 8]",,,,
khaliji_000054,10,"[424, 326, 9, 10]",,,,
khaliji_000054,11,"[520, 323, 10, 12]",,,,
khaliji_000054,13,"[683, 326, 13, 15]",,,,
khaliji_000054,14,"[153, 329, 18, 21]",,,,
khaliji_000054,15,"[357, 330, 13, 16]",,,,
khaliji_000054,16,"[489, 331, 10, 13]",,,,
khaliji_000054,17,"[602, 327, 15, 23]",,,,
khaliji_000054,18,"[630, 330, 13, 15]",,,,
khaliji_000054,21,"[739, 333, 19, 21]",,,,
khaliji_000054,23,"[37, 338, 15, 16]",,,,
khaliji_000054,24,"[75, 340, 14, 15]",,,,
khaliji_000054,26,"[513, 339, 12, 13]",,,,
khaliji_000054,27,"[698, 342, 16, 21]",,,,
khaliji_000054,29,"[727, 361, 35, 40]",,,,
khaliji_000101,7,"[137, 135, 63, 80]",,,F,
khaliji_000101,1,"[251, 43, 100, 113]",,,M,
khaliji_000101,4,"[356, 95, 86, 107]",,,M,
khaliji_000101,3,"[427, 99, 81, 84]",,,F,
khaliji_000101,2,"[899, 63, 91, 103]",,,M,
khaliji_000101,8,"[828, 134, 82, 82]",,,F,
khaliji_000101,10,"[730, 277, 25, 33]",,,M,
khaliji_000017,18,"[0, 109, 43, 74]",,,M,
khaliji_000017,17,"[53, 98, 39, 44]",,,M,
khaliji_000017,10,"[86, 73, 37, 47]",,,M,
khaliji_000017,13,"[16, 91, 26, 27]",,,M,
khaliji_000017,14,"[155, 87, 33, 41]",,,F,
khaliji_000017,11,"[224, 87, 20, 25]",,,F,
khaliji_000017,12,"[307, 77, 36, 44]",,,M,
khaliji_000017,16,"[370, 96, 34, 42]",,,F,
khaliji_000017,6,"[525, 80, 14, 14]",,,F,
khaliji_000017,9,"[578, 74, 19, 29]",,,M,
khaliji_000017,15,"[604, 103, 24, 25]",,,M,
khaliji_000017,1,"[641, 67, 17, 22]",,,M,
khaliji_000017,4,"[657, 71, 11, 26]",,,M,
khaliji_000029,2,"[101, 152, 21, 26]",,,M,
khaliji_000029,1,"[153, 148, 21, 25]",,,M,
khaliji_000029,0,"[201, 144, 19, 26]",,,M,
khaliji_000029,4,"[290, 155, 17, 22]",,,F,
khaliji_000029,3,"[275, 155, 17, 23]",,,M,
khaliji_000029,9,"[250, 166, 18, 22]",,,F,
khaliji_000029,6,"[321, 161, 15, 20]",,,F,
khaliji_000029,10,"[357, 166, 13, 18]",,,F,
khaliji_000029,7,"[548, 162, 16, 20]",,,M,
khaliji_000029,11,"[559, 163, 20, 23]",,,M,
khaliji_000029,5,"[605, 157, 20, 23]",,,M,
khaliji_000029,8,"[233, 166, 17, 21]",,,M,
khaliji_000011,19,"[500, 303, 71, 89]",,,M,
khaliji_000054,25,"[203, 324, 36, 45]",,,F,
khaliji_000054,31,"[575, 437, 37, 37]",,,F,
khaliji_000054,30,"[559, 439, 32, 35]",,,F,
khaliji_000054,19,"[644, 319, 38, 41]",,,F,
khaliji_000054,1,"[775, 290, 52, 61]",,,M,
khaliji_000054,20,"[464, 331, 17, 21]",,,F,
khaliji_000054,12,"[403, 324, 17, 19]",,,M,
khaliji_000054,9,"[370, 320, 17, 19]",,,M,
khaliji_000054,5,"[326, 315, 17, 19]",,,M,
khaliji_000054,22,"[909, 325, 38, 38]",,,M,
khaliji_000054,28,"[947, 348, 21, 23]",,,F,
khaliji_000054,0,"[234, 309, 19, 23]",,,M,
khaliji_000029,18,"[244, 197, 18, 23]",,,,
khaliji_000043,5,"[75, 84, 16, 19]",,,,
khaliji_000043,10,"[423, 109, 20, 18]",,,,
khaliji_000043,11,"[529, 112, 14, 15]",,,,
khaliji_000043,12,"[378, 119, 9, 10]",,,,
khaliji_000043,13,"[545, 120, 11, 13]",,,,
khaliji_000043,14,"[200, 114, 24, 29]",,,,
khaliji_000043,15,"[381, 123, 12, 12]",,,,
khaliji_000096,4,"[6, 341, 12, 13]",,,,
khaliji_000096,6,"[87, 345, 10, 10]",,,,
khaliji_000096,7,"[113, 343, 12, 14]",,,,
khaliji_000096,8,"[164, 345, 8, 10]",,,,
khaliji_000096,10,"[428, 336, 19, 24]",,,,
khaliji_000096,12,"[27, 351, 9, 10]",,,,
khaliji_000096,13,"[62, 346, 12, 13]",,,,
khaliji_000096,14,"[266, 343, 18, 22]",,,,
khaliji_000096,15,"[675, 345, 18, 20]",,,,
khaliji_000096,16,"[49, 353, 11, 11]",,,,
khaliji_000096,17,"[594, 348, 28, 31]",,,,
khaliji_000096,19,"[33, 367, 9, 10]",,,,
khaliji_000096,20,"[963, 369, 11, 13]",,,,
khaliji_000096,21,"[638, 385, 14, 18]",,,,
khaliji_000096,23,"[767, 400, 24, 31]",,,,
khaliji_000096,24,"[641, 515, 8, 8]",,,,
khaliji_000049,0,"[724, 229, 15, 18]",,,,
khaliji_000049,1,"[517, 239, 13, 15]",,,,
khaliji_000049,2,"[663, 235, 17, 20]",,,,
khaliji_000049,3,"[700, 240, 13, 14]",,,,
khaliji_000049,4,"[124, 245, 8, 9]",,,,
khaliji_000049,5,"[635, 244, 12, 15]",,,,
khaliji_000043,2,"[1, 62, 18, 31]",,,M,
khaliji_000043,3,"[72, 70, 22, 25]",,,M,
khaliji_000043,6,"[107, 78, 23, 30]",,,M,
khaliji_000043,9,"[43, 102, 14, 17]",,,M,
khaliji_000043,4,"[124, 66, 38, 47]",,,M,
khaliji_000043,8,"[157, 96, 16, 20]",,,M,
khaliji_000043,1,"[321, 49, 39, 45]",,,M,
khaliji_000043,16,"[568, 124, 10, 10]",,,M,
khaliji_000029,29,"[40, 224, 25, 26]",,,M,
khaliji_000029,26,"[102, 210, 25, 29]",,,M,
khaliji_000029,22,"[184, 204, 21, 28]",,,F,
khaliji_000029,27,"[242, 212, 21, 27]",,,M,
khaliji_000029,24,"[291, 208, 23, 28]",,,M,
khaliji_000029,28,"[350, 211, 21, 25]",,,M,
khaliji_000029,25,"[401, 208, 21, 26]",,,M,
khaliji_000029,19,"[457, 200, 21, 27]",,,M,
khaliji_000029,17,"[512, 193, 22, 26]",,,M,
khaliji_000029,23,"[564, 206, 21, 26]",,,M,
khaliji_000029,20,"[598, 199, 25, 28]",,,M,
khaliji_000029,21,"[651, 202, 24, 28]",,,M,
khaliji_000029,12,"[394, 167, 17, 22]",,,F,
khaliji_000029,16,"[425, 174, 16, 21]",,,F,
khaliji_000029,14,"[462, 170, 17, 22]",,,F,
khaliji_000029,13,"[484, 168, 16, 20]",,,F,
khaliji_000029,15,"[511, 173, 16, 20]",,,F,
khaliji_000096,2,"[190, 306, 54, 74]",,,M,
khaliji_000096,0,"[357, 288, 52, 73]",,,M,
khaliji_000096,11,"[538, 315, 53, 67]",,,M,
khaliji_000096,18,"[699, 331, 47, 58]",,,M,
khaliji_000096,3,"[315, 323, 34, 41]",,,F,
khaliji_000096,9,"[170, 340, 19, 22]",,,M,
khaliji_000096,1,"[142, 333, 12, 13]",,,M,
khaliji_000096,5,"[73, 338, 13, 16]",,,M,
khaliji_000102,1,"[159, 88, 47, 58]",,,M,
khaliji_000102,8,"[202, 119, 36, 46]",,,M,
khaliji_000102,7,"[284, 112, 40, 56]",,,F,
khaliji_000102,9,"[374, 116, 42, 63]",,,F,
khaliji_000102,5,"[478, 101, 43, 54]",,,M,
khaliji_000102,0,"[543, 49, 62, 76]",,,M,
khaliji_000102,3,"[406, 93, 43, 55]",,,M,
khaliji_000102,2,"[346, 100, 33, 41]",,,M,
khaliji_000102,4,"[303, 105, 34, 46]",,,M,
khaliji_000102,6,"[646, 105, 43, 47]",,,M,
khaliji_000049,6,"[466, 251, 12, 15]",,,,
khaliji_000049,7,"[439, 257, 12, 13]",,,,
khaliji_000049,8,"[342, 268, 10, 12]",,,,
khaliji_000049,16,"[797, 305, 34, 37]",,,,
khaliji_000049,19,"[650, 317, 20, 26]",,,,
khaliji_000049,22,"[910, 329, 47, 46]",,,,
khaliji_000090,0,"[783, 111, 55, 60]",,,,
khaliji_000090,2,"[72, 173, 37, 41]",,,,
khaliji_000090,9,"[698, 560, 118, 114]",,,,
khaliji_000053,1,"[19, 128, 12, 13]",,,,
khaliji_000053,2,"[39, 129, 9, 9]",,,,
khaliji_000053,5,"[521, 145, 11, 12]",,,,
khaliji_000053,7,"[57, 161, 18, 18]",,,,
khaliji_000053,8,"[77, 163, 14, 15]",,,,
khaliji_000053,9,"[299, 166, 20, 19]",,,,
khaliji_000053,10,"[133, 171, 14, 15]",,,,
khaliji_000053,11,"[714, 195, 31, 33]",,,,
khaliji_000058,0,"[756, 502, 8, 8]",,,,
khaliji_000058,2,"[568, 514, 8, 10]",,,,
khaliji_000058,3,"[628, 515, 8, 9]",,,,
khaliji_000058,4,"[703, 512, 8, 9]",,,,
khaliji_000058,6,"[773, 514, 8, 9]",,,,
khaliji_000058,14,"[687, 521, 6, 7]",,,,
khaliji_000058,15,"[788, 518, 10, 11]",,,,
khaliji_000058,16,"[713, 528, 5, 5]",,,,
khaliji_000058,17,"[14, 540, 16, 18]",,,,
khaliji_000058,18,"[790, 548, 15, 17]",,,,
khaliji_000058,19,"[875, 544, 42, 47]",,,,
khaliji_000006,2,"[415, 67, 58, 85]",,,,
khaliji_000006,4,"[199, 89, 61, 79]",,,M,
khaliji_000006,0,"[0, 38, 51, 99]",,,M,
khaliji_000006,1,"[314, 50, 94, 98]",,,M,
khaliji_000006,3,"[453, 78, 75, 86]",,,F,
khaliji_000006,6,"[677, 109, 79, 82]",,,F,
khaliji_000095,6,"[1, 166, 5, 41]",,,M,
khaliji_000095,1,"[6, 71, 38, 45]",,,M,
khaliji_000095,3,"[94, 111, 43, 48]",,,M,
khaliji_000095,2,"[176, 74, 38, 47]",,,M,
khaliji_000095,4,"[265, 121, 46, 48]",,,M,
khaliji_000095,5,"[425, 159, 39, 50]",,,M,
khaliji_000095,0,"[622, 14, 31, 37]",,,M,
khaliji_000058,8,"[1025, 489, 49, 58]",,,M,
khaliji_000058,9,"[308, 500, 47, 54]",,,F,
khaliji_000058,11,"[515, 496, 53, 53]",,,M,
khaliji_000058,7,"[811, 491, 47, 56]",,,M,
khaliji_000058,13,"[658, 517, 14, 17]",,,F,
khaliji_000058,5,"[752, 512, 17, 17]",,,M,
khaliji_000058,12,"[594, 514, 17, 18]",,,F,
khaliji_000058,10,"[474, 518, 9, 10]",,,M,
khaliji_000058,1,"[955, 505, 12, 13]",,,M,
khaliji_000090,7,"[88, 252, 107, 142]",,,F,
khaliji_000090,5,"[220, 223, 84, 92]",,,F,
khaliji_000090,8,"[361, 266, 113, 152]",,,F,
khaliji_000090,4,"[541, 205, 84, 87]",,,F,
khaliji_000090,3,"[346, 162, 111, 122]",,,M,
khaliji_000090,1,"[256, 141, 55, 62]",,,M,
khaliji_000053,0,"[418, 32, 82, 99]",,,F,
khaliji_000053,3,"[727, 71, 122, 127]",,,F,
khaliji_000053,4,"[932, 81, 118, 114]",,,F,
khaliji_000053,12,"[1168, 226, 29, 43]",,,F,
khaliji_000053,6,"[1, 141, 38, 55]",,,M,
khaliji_000049,21,"[145, 301, 70, 82]",,,M,
khaliji_000049,18,"[488, 283, 69, 87]",,,M,
khaliji_000049,20,"[663, 291, 68, 74]",,,M,
khaliji_000049,12,"[753, 277, 54, 67]",,,M,
khaliji_000049,9,"[969, 245, 70, 83]",,,M,
khaliji_000049,10,"[1041, 255, 65, 65]",,,M,
khaliji_000049,17,"[853, 307, 26, 29]",,,M,
khaliji_000049,13,"[1182, 267, 66, 86]",,,M,
khaliji_000049,11,"[1423, 287, 28, 33]",,,M,
khaliji_000049,14,"[425, 312, 19, 19]",,,M,
khaliji_000049,15,"[615, 310, 20, 25]",,,M,
khaliji_000078,5,"[632, 137, 34, 37]",,,,
khaliji_000130,1,"[119, 39, 25, 31]",,,M,
khaliji_000130,0,"[186, 17, 39, 50]",,,M,
khaliji_000003,0,"[579, 76, 144, 177]",,,F,
khaliji_000078,7,"[298, 160, 51, 57]",,,F,
khaliji_000078,2,"[380, 125, 35, 37]",,,M,
khaliji_000078,0,"[483, 97, 48, 53]",,,M,
khaliji_000078,3,"[646, 121, 38, 47]",,,M,
khaliji_000078,6,"[610, 148, 29, 34]",,,M,
khaliji_000078,1,"[740, 101, 35, 43]",,,M,
khaliji_000078,4,"[897, 132, 16, 21]",,,M,
khaliji_000046,0,"[608, 15, 25, 29]",,,,
khaliji_000046,1,"[666, 69, 35, 44]",,,,
khaliji_000041,0,"[630, 42, 11, 12]",,,,
khaliji_000041,3,"[469, 57, 18, 23]",,,,
khaliji_000041,4,"[576, 59, 20, 24]",,,,
khaliji_000041,5,"[76, 68, 14, 13]",,,,
khaliji_000041,8,"[79, 138, 36, 46]",,,,
khaliji_000018,10,"[258, 210, 8, 10]",,,,
khaliji_000018,11,"[405, 208, 10, 12]",,,,
khaliji_000018,16,"[167, 216, 6, 7]",,,,
khaliji_000018,22,"[61, 222, 10, 13]",,,,
khaliji_000018,27,"[0, 227, 7, 13]",,,,
khaliji_000018,29,"[577, 230, 9, 10]",,,,
khaliji_000018,32,"[213, 253, 20, 26]",,,,
khaliji_000126,1,"[419, 112, 7, 8]",,,,
khaliji_000126,2,"[312, 115, 7, 8]",,,,
khaliji_000018,28,"[75, 221, 23, 27]",,,F,
khaliji_000018,30,"[246, 221, 25, 31]",,,F,
khaliji_000018,23,"[333, 210, 35, 37]",,,F,
khaliji_000018,21,"[710, 206, 27, 33]",,,F,
khaliji_000018,24,"[623, 216, 23, 24]",,,F,
khaliji_000018,25,"[492, 216, 26, 32]",,,M,
khaliji_000018,3,"[423, 185, 33, 39]",,,M,
khaliji_000018,13,"[303, 203, 24, 29]",,,M,
khaliji_000018,15,"[28, 205, 22, 28]",,,M,
khaliji_000018,2,"[183, 197, 13, 16]",,,M,
khaliji_000018,1,"[140, 194, 13, 15]",,,M,
khaliji_000018,31,"[652, 246, 24, 30]",,,M,
khaliji_000018,20,"[597, 209, 21, 28]",,,M,
khaliji_000018,0,"[700, 190, 16, 19]",,,M,
khaliji_000018,9,"[737, 203, 14, 16]",,,M,
khaliji_000018,14,"[769, 209, 13, 15]",,,F,
khaliji_000018,18,"[776, 212, 14, 15]",,,F,
khaliji_000018,5,"[290, 200, 13, 15]",,,M,
khaliji_000018,8,"[277, 201, 18, 20]",,,F,
khaliji_000018,4,"[267, 200, 14, 16]",,,M,
khaliji_000018,17,"[240, 212, 13, 16]",,,F,
khaliji_000018,12,"[218, 211, 10, 11]",,,F,
khaliji_000018,7,"[75, 204, 12, 14]",,,M,
khaliji_000018,6,"[359, 201, 13, 14]",,,M,
khaliji_000046,3,"[757, 77, 95, 125]",,,M,
khaliji_000088,0,"[6, 131, 154, 216]",,,F,
khaliji_000088,1,"[348, 177, 122, 177]",,,F,
khaliji_000088,3,"[721, 227, 165, 203]",,,F,
khaliji_000088,2,"[1026, 224, 149, 192]",,,F,
khaliji_000088,4,"[1383, 476, 98, 120]",,,M,
khaliji_000069,0,"[41, 9, 18, 21]",,,M,
khaliji_000069,1,"[95, 15, 14, 18]",,,M,
khaliji_000069,3,"[144, 27, 16, 21]",,,F,
khaliji_000069,4,"[168, 28, 17, 22]",,,F,
khaliji_000069,2,"[223, 18, 20, 23]",,,F,
khaliji_000032,2,"[104, 476, 28, 28]",,,F,
khaliji_000032,3,"[171, 471, 30, 33]",,,F,
khaliji_000032,0,"[275, 466, 22, 26]",,,F,
khaliji_000032,1,"[375, 470, 26, 29]",,,F,
khaliji_000060,2,"[45, 172, 47, 55]",,,F,
khaliji_000060,1,"[288, 35, 66, 82]",,,F,
khaliji_000060,3,"[409, 209, 59, 70]",,,F,
khaliji_000060,0,"[459, 44, 42, 53]",,,M,
khaliji_000041,7,"[173, 63, 31, 34]",,,F,
khaliji_000041,6,"[235, 53, 39, 47]",,,F,
khaliji_000041,9,"[558, 154, 40, 45]",,,F,
khaliji_000041,2,"[379, 39, 40, 44]",,,M,
khaliji_000041,1,"[276, 39, 26, 29]",,,M,
khaliji_000048,2,"[75, 73, 29, 32]",,,M,
khaliji_000048,0,"[145, 63, 25, 28]",,,M,
khaliji_000048,3,"[198, 77, 26, 28]",,,M,
khaliji_000048,1,"[305, 61, 29, 33]",,,M,
khaliji_000126,0,"[294, 112, 9, 9]",,,M,
khaliji_000126,3,"[377, 114, 9, 9]",,,,
khaliji_000126,4,"[403, 115, 7, 7]",,,,
khaliji_000126,6,"[426, 118, 7, 8]",,,,
khaliji_000126,7,"[439, 118, 8, 8]",,,,
khaliji_000126,10,"[323, 121, 9, 10]",,,,
khaliji_000126,17,"[537, 135, 22, 26]",,,,
khaliji_000126,18,"[125, 140, 20, 21]",,,,
khaliji_000126,20,"[2, 139, 11, 37]",,,,
khaliji_000126,23,"[3, 166, 15, 20]",,,,
khaliji_000126,26,"[831, 252, 29, 99]",,,,
khaliji_000008,8,"[124, 178, 43, 57]",,,,
khaliji_000099,0,"[248, 71, 4, 5]",,,,
khaliji_000099,1,"[184, 73, 15, 16]",,,,
khaliji_000099,2,"[165, 98, 17, 21]",,,,
khaliji_000099,3,"[54, 144, 7, 7]",,,,
khaliji_000099,7,"[18, 153, 11, 11]",,,,
khaliji_000099,9,"[84, 156, 7, 8]",,,,
khaliji_000099,11,"[44, 159, 8, 10]",,,,
khaliji_000099,14,"[108, 160, 7, 9]",,,,
khaliji_000099,15,"[114, 162, 6, 7]",,,,
khaliji_000099,18,"[478, 162, 9, 11]",,,,
khaliji_000099,22,"[406, 182, 4, 5]",,,,
khaliji_000099,23,"[419, 184, 5, 5]",,,,
khaliji_000099,4,"[3, 142, 12, 15]",,,M,
khaliji_000099,10,"[35, 156, 10, 12]",,,M,
khaliji_000099,12,"[51, 156, 11, 13]",,,M,
khaliji_000099,17,"[96, 162, 9, 11]",,,M,
khaliji_000099,21,"[235, 168, 7, 7]",,,M,
khaliji_000099,19,"[248, 165, 9, 9]",,,M,
khaliji_000099,20,"[282, 166, 7, 8]",,,M,
khaliji_000099,6,"[299, 143, 21, 27]",,,M,
khaliji_000099,13,"[384, 157, 9, 10]",,,M,
khaliji_000099,16,"[425, 161, 7, 7]",,,M,
khaliji_000010,6,"[35, 121, 26, 31]",,,M,
khaliji_000010,14,"[46, 136, 43, 53]",,,M,
khaliji_000010,13,"[504, 134, 30, 40]",,,F,
khaliji_000010,4,"[370, 105, 33, 37]",,,M,
khaliji_000010,1,"[316, 104, 24, 29]",,,M,
khaliji_000010,12,"[216, 138, 26, 34]",,,M,
khaliji_000010,10,"[306, 132, 31, 38]",,,M,
khaliji_000010,11,"[355, 131, 31, 40]",,,M,
khaliji_000010,2,"[432, 101, 27, 37]",,,M,
khaliji_000010,3,"[469, 104, 26, 32]",,,M,
khaliji_000010,0,"[508, 97, 28, 35]",,,M,
khaliji_000010,7,"[548, 117, 27, 37]",,,F,
khaliji_000010,9,"[589, 119, 31, 37]",,,M,
khaliji_000010,5,"[640, 106, 32, 39]",,,M,
khaliji_000008,3,"[842, 146, 43, 59]",,,M,
khaliji_000008,5,"[0, 177, 31, 43]",,,M,
khaliji_000008,0,"[62, 110, 58, 69]",,,M,
khaliji_000008,1,"[193, 114, 58, 70]",,,M,
khaliji_000008,10,"[315, 227, 28, 33]",,,M,
khaliji_000008,11,"[335, 233, 25, 29]",,,M,
khaliji_000008,6,"[418, 165, 66, 77]",,,F,
khaliji_000008,7,"[539, 166, 57, 75]",,,F,
khaliji_000008,2,"[670, 119, 69, 87]",,,M,
khaliji_000008,12,"[770, 237, 23, 29]",,,M,
khaliji_000008,9,"[804, 192, 43, 51]",,,M,
khaliji_000126,16,"[242, 137, 16, 23]",,,F,
khaliji_000008,4,"[848, 142, 75, 77]",,,,
khaliji_000126,22,"[117, 153, 25, 28]",,,M,
khaliji_000126,15,"[177, 137, 13, 17]",,,M,
khaliji_000126,25,"[479, 200, 35, 38]",,,F,
khaliji_000126,24,"[648, 168, 30, 30]",,,M,
khaliji_000126,19,"[554, 136, 21, 30]",,,M,
khaliji_000126,13,"[512, 126, 19, 25]",,,M,
khaliji_000126,21,"[501, 143, 23, 30]",,,M,
khaliji_000126,12,"[451, 128, 15, 19]",,,M,
khaliji_000126,11,"[371, 123, 9, 10]",,,M,
khaliji_000126,5,"[358, 117, 9, 10]",,,M,
khaliji_000126,9,"[263, 122, 8, 9]",,,M,
khaliji_000126,8,"[252, 121, 9, 11]",,,M,
khaliji_000126,27,"[836, 255, 24, 104]",,,M,
khaliji_000073,0,"[533, 399, 5, 6]",,,,
khaliji_000073,1,"[503, 409, 5, 5]",,,,
khaliji_000073,2,"[903, 425, 4, 4]",,,,
khaliji_000073,3,"[439, 430, 7, 8]",,,,
khaliji_000073,4,"[451, 430, 6, 7]",,,,
khaliji_000073,5,"[522, 429, 6, 7]",,,,
khaliji_000073,6,"[415, 436, 5, 5]",,,,
khaliji_000073,7,"[429, 440, 6, 7]",,,,
khaliji_000073,8,"[446, 443, 6, 7]",,,,
khaliji_000073,9,"[460, 444, 5, 5]",,,,
khaliji_000073,10,"[575, 441, 6, 6]",,,,
khaliji_000073,11,"[606, 444, 5, 6]",,,,
khaliji_000073,12,"[712, 441, 6, 6]",,,,
khaliji_000073,13,"[724, 440, 6, 7]",,,,
khaliji_000073,14,"[749, 443, 6, 6]",,,,
khaliji_000073,15,"[767, 441, 5, 5]",,,,
khaliji_000073,16,"[780, 444, 5, 6]",,,,
khaliji_000073,17,"[804, 443, 5, 5]",,,,
khaliji_000073,18,"[815, 441, 5, 5]",,,,
khaliji_000073,19,"[593, 450, 6, 6]",,,,
khaliji_000073,20,"[692, 450, 5, 5]",,,,
khaliji_000073,21,"[428, 453, 5, 5]",,,,
khaliji_000073,22,"[531, 456, 7, 7]",,,,
khaliji_000073,23,"[562, 454, 7, 7]",,,,
khaliji_000073,24,"[618, 455, 7, 7]",,,,
khaliji_000073,25,"[834, 452, 6, 7]",,,,
khaliji_000073,26,"[851, 455, 7, 7]",,,,
khaliji_000073,27,"[361, 463, 5, 6]",,,,
khaliji_000073,28,"[377, 460, 6, 7]",,,,
khaliji_000073,29,"[550, 461, 7, 9]",,,,
khaliji_000073,30,"[607, 459, 7, 8]",,,,
khaliji_000073,31,"[631, 460, 6, 7]",,,,
khaliji_000073,32,"[819, 461, 7, 8]",,,,
khaliji_000073,33,"[451, 469, 6, 7]",,,,
khaliji_000073,34,"[472, 467, 6, 6]",,,,
khaliji_000073,35,"[730, 465, 7, 7]",,,,
khaliji_000073,36,"[794, 467, 9, 10]",,,,
khaliji_000073,38,"[314, 473, 9, 10]",,,,
khaliji_000073,39,"[594, 471, 6, 7]",,,,
khaliji_000073,40,"[642, 481, 7, 8]",,,,
khaliji_000073,41,"[852, 480, 7, 8]",,,,
khaliji_000073,42,"[589, 484, 6, 7]",,,,
khaliji_000073,43,"[605, 486, 7, 8]",,,,
khaliji_000073,44,"[626, 486, 7, 8]",,,,
khaliji_000073,45,"[655, 486, 7, 8]",,,,
khaliji_000073,46,"[737, 486, 7, 7]",,,,
khaliji_000073,48,"[687, 494, 6, 6]",,,,
khaliji_000073,49,"[850, 490, 8, 9]",,,,
khaliji_000073,50,"[874, 489, 7, 8]",,,,
khaliji_000073,51,"[353, 496, 8, 8]",,,,
khaliji_000073,52,"[457, 499, 8, 8]",,,,
khaliji_000073,53,"[721, 499, 8, 8]",,,,
khaliji_000073,54,"[753, 495, 8, 9]",,,,
khaliji_000073,55,"[865, 495, 8, 9]",,,,
khaliji_000073,56,"[1067, 495, 9, 10]",,,,
khaliji_000073,57,"[1103, 494, 9, 10]",,,,
khaliji_000073,58,"[640, 502, 9, 10]",,,,
khaliji_000073,37,"[909, 468, 6, 7]",,,M,
khaliji_000010,34,"[63, 220, 69, 76]",,,F,
khaliji_000010,32,"[130, 203, 54, 68]",,,F,
khaliji_000010,30,"[182, 192, 48, 59]",,,F,
khaliji_000010,31,"[236, 201, 44, 51]",,,F,
khaliji_000010,15,"[186, 137, 48, 50]",,,M,
khaliji_000010,17,"[3, 140, 49, 56]",,,M,
khaliji_000010,22,"[260, 150, 43, 52]",,,M,
khaliji_000010,26,"[313, 171, 37, 46]",,,F,
khaliji_000010,23,"[351, 160, 34, 45]",,,F,
khaliji_000010,21,"[399, 153, 35, 40]",,,M,
khaliji_000010,25,"[455, 170, 34, 44]",,,F,
khaliji_000010,16,"[468, 143, 29, 36]",,,F,
khaliji_000010,28,"[497, 181, 30, 42]",,,F,
khaliji_000010,29,"[512, 191, 40, 49]",,,F,
khaliji_000010,27,"[560, 172, 37, 45]",,,F,
khaliji_000010,20,"[661, 145, 36, 47]",,,M,
khaliji_000010,24,"[683, 161, 14, 48]",,,M,
khaliji_000010,33,"[663, 217, 35, 75]",,,M,
khaliji_000010,19,"[601, 148, 32, 42]",,,M,
khaliji_000073,59,"[962, 503, 9, 10]",,,,
khaliji_000073,60,"[1089, 501, 9, 10]",,,,
khaliji_000073,62,"[1072, 510, 8, 9]",,,,
khaliji_000073,63,"[532, 516, 8, 9]",,,,
khaliji_000073,64,"[853, 516, 8, 9]",,,,
khaliji_000073,66,"[1048, 517, 9, 10]",,,,
khaliji_000073,68,"[421, 521, 7, 8]",,,,
khaliji_000073,69,"[439, 520, 8, 9]",,,,
khaliji_000073,70,"[574, 523, 8, 9]",,,,
khaliji_000073,71,"[720, 521, 9, 11]",,,,
khaliji_000073,72,"[802, 523, 9, 10]",,,,
khaliji_000073,73,"[527, 528, 8, 9]",,,,
khaliji_000073,74,"[588, 528, 9, 11]",,,,
khaliji_000073,75,"[666, 525, 10, 12]",,,,
khaliji_000073,76,"[704, 524, 10, 11]",,,,
khaliji_000073,77,"[753, 527, 10, 11]",,,,
khaliji_000073,78,"[1067, 524, 10, 12]",,,,
khaliji_000073,79,"[1090, 525, 10, 11]",,,,
khaliji_000073,80,"[272, 534, 10, 10]",,,,
khaliji_000073,81,"[464, 532, 7, 8]",,,,
khaliji_000073,82,"[476, 533, 9, 9]",,,,
khaliji_000073,83,"[507, 535, 8, 9]",,,,
khaliji_000073,84,"[558, 534, 8, 9]",,,,
khaliji_000073,85,"[613, 540, 8, 9]",,,,
khaliji_000073,86,"[479, 544, 10, 12]",,,,
khaliji_000073,87,"[561, 544, 8, 9]",,,,
khaliji_000073,89,"[739, 545, 9, 10]",,,,
khaliji_000073,90,"[586, 552, 10, 11]",,,,
khaliji_000073,91,"[635, 553, 10, 11]",,,,
khaliji_000073,95,"[476, 559, 10, 11]",,,,
khaliji_000073,96,"[616, 559, 9, 11]",,,,
khaliji_000073,97,"[691, 557, 9, 10]",,,,
khaliji_000073,98,"[709, 557, 9, 10]",,,,
khaliji_000073,100,"[772, 559, 8, 10]",,,,
khaliji_000073,101,"[964, 557, 10, 11]",,,,
khaliji_000073,102,"[507, 564, 8, 10]",,,,
khaliji_000073,103,"[579, 565, 10, 11]",,,,
khaliji_000073,104,"[527, 570, 8, 8]",,,,
khaliji_000073,105,"[957, 569, 10, 11]",,,,
khaliji_000073,106,"[1127, 571, 11, 12]",,,,
